varietal,country,alcohol_pct,acidity,sweetness,tannin,body,complexity,persistence,rating,price_segment,aging_potential_years,aroma_red_fruit,aroma_black_fruit,aroma_floral,aroma_spice,aroma_wood,aroma_mineral,aroma_herbal,aroma_white_yellow_fruit
Chardonnay,Australia,13.0,5,4,2,1,3,5,90.8,Premium,11,1,1,0,1,0,1,0,1
Semillon,Portugal,11.9,5,1,2,2,1,4,84.8,Entry,13,0,0,1,1,1,1,0,1
Torrontes,France,11.8,2,4,5,1,1,1,81.4,Icon,3,1,1,0,0,1,1,1,1
Nebbiolo,Argentina,11.7,2,3,5,1,3,5,96.7,Ultra Premium,14,1,0,1,0,1,1,1,0
Chenin Blanc,Portugal,12.0,3,4,3,3,4,1,84.9,Premium,19,0,1,1,0,1,0,1,1
Sauvignon Blanc,Spain,12.0,3,4,4,3,4,4,95.6,Ultra Premium,4,0,0,0,0,1,1,0,1
Nebbiolo,Chile,13.9,4,2,3,3,1,5,80.9,Icon,2,1,1,1,0,1,0,0,0
Sangiovese,Spain,11.3,1,1,5,3,2,1,88.5,Icon,3,0,1,1,1,1,1,0,0
Carmenere,Argentina,13.4,1,3,4,2,4,1,95.3,Ultra Premium,7,0,1,1,1,1,1,1,0
Riesling,Portugal,12.6,1,3,2,4,1,1,95.0,Premium,5,0,0,0,1,1,1,1,1
Nebbiolo,Spain,14.6,1,3,4,2,1,2,96.4,Entry,7,0,0,0,0,0,0,0,0
Syrah,Australia,14.1,5,3,5,4,4,5,84.5,Premium,9,0,1,1,0,0,0,0,0
Garnacha,Portugal,15.1,3,3,4,1,4,1,85.6,Ultra Premium,9,0,1,0,0,0,0,1,0
Sangiovese,Spain,12.7,4,3,1,2,4,4,91.5,Entry,12,0,1,1,1,1,1,1,0
Syrah,Spain,12.2,5,1,3,1,2,1,92.4,Icon,17,1,0,0,0,0,1,0,0
Syrah,Portugal,15.2,1,2,1,2,1,2,96.4,Icon,15,1,0,1,1,1,0,1,0
Zinfandel,Australia,12.5,2,2,3,2,3,1,80.2,Ultra Premium,4,1,0,0,1,0,0,1,0
Malbec,Argentina,13.6,4,5,4,2,4,3,80.3,Icon,11,0,1,0,1,0,0,1,0
Torrontes,Spain,14.4,1,1,4,2,5,5,80.8,Premium,7,0,1,1,1,0,1,1,1
Chardonnay,Chile,12.2,2,1,2,2,5,4,93.0,Ultra Premium,3,1,0,0,0,1,0,1,1
Riesling,Spain,12.5,2,5,4,5,5,4,94.1,Ultra Premium,1,1,1,0,0,1,1,0,1
Chenin Blanc,Australia,15.1,2,3,1,5,1,1,82.3,Ultra Premium,3,0,0,1,0,1,1,1,1
Cabernet Franc,Germany,15.0,5,5,1,4,3,1,84.3,Entry,2,1,0,1,0,0,1,0,1
Tempranillo,Spain,12.3,4,2,2,2,4,5,92.6,Entry,6,1,1,1,1,0,0,0,1
Riesling,Italy,12.7,3,2,3,2,5,4,91.7,Premium,12,1,1,0,0,1,1,0,1
Bonarda,Portugal,15.2,2,1,1,1,2,3,82.0,Premium,1,0,1,0,0,0,1,0,1
Syrah,Italy,13.1,2,3,2,2,1,1,85.3,Entry,7,0,0,1,1,0,1,1,1
Garnacha,Germany,14.8,1,4,3,3,5,1,81.8,Ultra Premium,15,0,0,1,0,0,1,0,0
Torrontes,Spain,13.6,2,3,1,5,4,2,89.8,Ultra Premium,3,1,0,1,1,0,0,1,1
Sangiovese,Australia,13.7,3,5,3,2,1,4,95.4,Entry,11,1,1,1,0,1,0,1,0
Carmenere,Spain,15.4,2,5,5,1,3,3,83.4,Premium,6,0,1,1,0,1,0,0,0
Chenin Blanc,Spain,13.2,2,5,2,4,2,2,87.7,Premium,17,1,0,1,0,0,0,0,1
Malbec,Chile,11.2,5,3,4,1,5,1,89.1,Entry,16,1,0,0,1,0,1,0,0
Tempranillo,Portugal,11.3,1,2,2,3,1,3,88.8,Entry,18,1,0,1,0,1,1,1,0
Carmenere,Argentina,11.2,4,2,3,3,1,2,94.2,Premium,5,1,1,0,0,1,0,0,0
Tempranillo,Germany,15.5,2,1,1,4,1,1,87.2,Ultra Premium,19,0,1,1,0,1,0,0,0
Riesling,Portugal,11.8,3,5,5,5,2,4,84.8,Ultra Premium,11,1,1,1,1,1,0,0,1
Carmenere,Italy,13.0,5,3,3,3,5,1,80.2,Icon,16,0,1,0,1,0,1,0,0
Nebbiolo,Chile,14.2,4,1,4,4,3,5,83.5,Icon,6,0,0,0,0,0,0,1,0
Garnacha,France,13.3,3,2,5,1,1,3,86.5,Entry,19,0,0,0,0,1,1,1,0
Chenin Blanc,Australia,13.6,2,3,1,3,1,5,83.3,Premium,15,1,1,0,0,1,0,0,1
Tempranillo,Argentina,12.4,1,4,5,3,4,3,92.1,Premium,17,0,1,1,0,0,1,0,0
Semillon,USA,14.1,3,4,3,5,1,4,82.1,Icon,8,0,0,1,1,1,0,1,1
Semillon,USA,12.7,1,4,3,2,2,2,83.9,Icon,12,0,0,0,0,0,0,0,1
Malbec,Spain,11.6,2,2,4,1,2,3,97.2,Icon,3,0,0,0,0,1,0,0,0
Sauvignon Blanc,USA,15.0,2,3,3,1,5,4,97.7,Icon,19,1,0,1,1,0,0,0,1
Sangiovese,Argentina,12.7,1,4,3,1,1,5,86.1,Ultra Premium,16,0,0,1,1,0,0,1,0
Chardonnay,Germany,11.1,5,3,3,2,4,2,93.1,Ultra Premium,13,1,0,0,1,0,1,0,1
Cabernet Franc,Australia,11.5,5,5,4,2,5,1,95.3,Icon,8,0,1,1,1,0,0,0,0
Syrah,Chile,13.5,2,1,4,2,1,1,83.3,Icon,13,0,1,0,1,0,1,1,0
Chardonnay,Argentina,14.5,3,4,3,2,1,2,90.1,Icon,18,1,0,0,1,0,1,1,1
Torrontes,France,12.2,5,3,1,3,1,5,94.2,Icon,8,1,0,0,0,0,0,1,1
Semillon,Spain,15.5,2,5,1,4,1,4,94.9,Ultra Premium,19,1,1,1,1,1,1,0,1
Syrah,Portugal,11.8,5,4,2,3,5,1,85.3,Entry,12,0,1,1,1,0,1,1,1
Cabernet Sauvignon,Italy,15.3,1,2,4,3,4,5,88.8,Ultra Premium,1,1,0,0,1,0,0,0,0
Carmenere,Portugal,12.7,2,5,3,1,1,4,83.5,Ultra Premium,5,0,1,1,0,1,0,0,0
Pinot Noir,Italy,12.0,2,5,3,2,2,5,85.6,Ultra Premium,18,0,0,0,1,0,1,0,0
Tempranillo,Portugal,12.0,3,5,1,3,4,5,85.8,Entry,5,1,0,0,0,1,1,0,0
Riesling,Portugal,14.3,1,1,2,4,1,1,87.3,Entry,7,0,1,0,0,1,1,1,1
Cabernet Franc,USA,14.0,2,5,5,3,2,1,97.5,Entry,2,0,1,0,0,1,1,0,0
Bonarda,Argentina,12.4,2,2,5,3,3,5,94.6,Entry,17,1,1,0,0,0,0,0,0
Merlot,Australia,13.8,5,5,1,1,1,3,91.6,Premium,10,1,0,0,0,0,1,0,1
Zinfandel,Germany,13.4,4,2,2,1,5,5,81.3,Ultra Premium,8,0,0,0,1,0,0,1,0
Cabernet Franc,Australia,12.2,3,1,4,1,5,2,93.3,Ultra Premium,19,0,1,0,0,0,0,0,0
Semillon,Spain,12.2,5,1,5,5,3,4,94.3,Ultra Premium,15,1,1,1,0,0,0,0,1
Nebbiolo,Australia,12.1,2,5,3,2,2,5,91.5,Ultra Premium,18,1,0,0,1,1,1,1,0
Cabernet Sauvignon,Germany,11.2,3,1,3,3,4,4,97.3,Entry,2,1,0,1,0,0,1,0,0
Semillon,Germany,11.4,4,5,2,3,2,1,88.0,Icon,12,0,1,1,0,1,0,1,1
Torrontes,Spain,11.6,4,1,2,5,1,5,90.8,Premium,16,0,1,1,0,0,0,1,1
Merlot,Argentina,13.4,3,1,5,5,1,5,85.8,Premium,3,0,1,0,0,0,1,0,0
Nebbiolo,France,13.8,4,1,4,4,3,5,80.4,Entry,19,0,1,0,1,1,0,0,0
Torrontes,Italy,11.7,1,4,1,5,1,2,85.7,Icon,5,0,0,1,1,1,1,1,1
Cabernet Franc,Portugal,12.9,3,4,2,1,1,5,90.6,Premium,1,0,0,0,0,0,1,1,1
Carmenere,France,12.9,2,5,3,4,3,3,86.0,Entry,4,0,1,1,1,1,0,1,0
Tempranillo,USA,11.7,1,3,5,1,1,3,87.9,Ultra Premium,11,1,1,0,0,1,1,0,0
Garnacha,France,11.5,4,1,2,1,4,3,88.9,Premium,10,1,0,0,1,0,0,0,0
Garnacha,Germany,13.8,4,4,2,2,2,4,86.4,Ultra Premium,18,1,1,0,0,0,1,0,1
Carmenere,France,14.9,5,2,4,4,1,4,87.5,Premium,11,1,0,1,1,0,0,0,0
Cabernet Franc,France,12.4,1,1,3,3,4,5,88.8,Icon,7,0,1,0,1,0,0,1,0
Cabernet Franc,Argentina,12.0,5,4,1,3,5,1,94.6,Icon,15,1,0,1,1,0,0,0,1
Malbec,Australia,11.0,1,5,2,5,3,5,87.4,Entry,7,1,0,1,1,1,0,0,0
Carmenere,Spain,13.9,2,3,5,1,4,4,93.8,Entry,15,1,0,0,0,0,0,0,0
Tempranillo,Germany,12.6,2,1,1,1,1,1,96.3,Entry,12,1,1,0,0,0,1,1,1
Semillon,Australia,11.4,3,2,4,3,2,4,85.7,Icon,7,1,1,0,1,0,0,0,1
Semillon,USA,15.4,3,5,3,3,2,3,96.5,Entry,9,0,0,1,0,0,1,0,1
Syrah,Italy,14.1,4,2,5,5,3,5,94.3,Entry,9,1,1,0,1,0,1,1,0
Torrontes,France,12.2,3,4,1,2,4,1,93.0,Premium,11,0,0,1,1,0,0,1,1
Garnacha,Spain,12.2,3,2,1,4,1,5,87.2,Icon,8,1,1,0,1,1,1,0,0
Chardonnay,Australia,14.8,4,2,5,1,4,3,87.3,Entry,8,0,1,0,1,1,1,0,1
Chardonnay,Portugal,11.5,5,3,2,2,3,4,80.9,Entry,18,1,0,0,1,0,1,0,1
Zinfandel,Italy,13.1,4,3,1,3,1,1,97.3,Icon,13,1,0,0,1,1,1,0,0
Merlot,Australia,11.6,4,3,5,5,1,2,88.7,Entry,16,0,1,1,0,1,0,1,0
Malbec,France,14.1,1,2,2,4,2,2,88.7,Ultra Premium,17,1,0,1,1,0,1,1,1
Garnacha,Italy,15.3,2,4,5,4,5,2,89.6,Entry,3,1,1,0,1,1,0,0,0
Sauvignon Blanc,Portugal,11.2,4,4,2,3,1,2,83.6,Premium,18,1,1,1,1,0,1,0,1
Sangiovese,Chile,12.5,2,1,4,3,1,2,97.8,Entry,11,0,0,1,0,0,1,1,0
Nebbiolo,Portugal,14.9,3,2,1,4,2,5,88.6,Icon,5,0,1,0,0,0,1,0,1
Chardonnay,Italy,11.2,1,5,2,3,3,1,84.3,Premium,4,1,0,1,1,1,0,1,1
Cabernet Franc,France,12.7,3,3,5,3,2,1,87.6,Entry,17,0,1,0,1,0,0,0,0
Cabernet Franc,Argentina,14.7,2,2,3,4,1,1,84.2,Ultra Premium,11,0,1,0,0,0,1,0,0
Sauvignon Blanc,Italy,12.0,2,4,1,1,5,5,89.4,Premium,6,0,1,0,1,1,1,0,1
Garnacha,Germany,14.0,5,3,3,3,1,2,82.0,Premium,5,1,1,0,1,0,0,0,0
Cabernet Sauvignon,Australia,11.7,4,5,5,4,4,1,86.6,Premium,16,0,1,0,1,0,1,0,0
Cabernet Sauvignon,Australia,12.1,1,2,3,1,2,3,82.3,Premium,6,1,0,1,0,0,0,0,0
Syrah,Spain,11.2,3,1,2,2,2,5,88.2,Ultra Premium,5,0,0,0,0,0,0,0,0
Chenin Blanc,Spain,12.1,2,1,1,5,3,2,96.2,Ultra Premium,12,0,0,1,0,1,1,0,1
Garnacha,Portugal,14.1,2,3,5,2,5,1,91.7,Premium,19,1,0,0,0,0,0,1,0
Nebbiolo,Germany,15.4,3,2,3,3,5,4,96.3,Premium,13,1,0,0,1,1,1,1,0
Syrah,USA,14.5,4,2,3,5,2,2,94.9,Ultra Premium,10,0,1,1,1,0,0,1,0
Malbec,Chile,11.8,3,3,3,2,3,2,91.5,Premium,18,0,1,1,0,0,0,0,0
Riesling,Spain,11.6,1,5,5,3,5,4,90.1,Icon,7,0,1,1,1,0,1,0,1
Nebbiolo,France,12.8,4,3,1,2,5,1,90.4,Icon,12,0,0,1,0,1,0,0,0
Garnacha,Chile,11.1,2,4,5,3,4,1,88.8,Entry,12,1,1,0,0,0,0,0,0
Tempranillo,Portugal,15.5,1,4,5,5,4,2,91.7,Entry,17,1,0,1,0,0,0,1,0
Zinfandel,France,13.6,2,2,3,3,3,3,89.3,Entry,19,0,1,0,1,0,1,1,0
Riesling,Portugal,13.1,5,3,3,4,3,1,81.2,Icon,6,1,0,0,1,1,0,0,1
Chardonnay,Australia,13.6,2,5,4,5,5,2,89.2,Premium,1,1,0,1,0,0,0,0,1
Pinot Noir,Portugal,11.7,5,4,4,2,3,2,85.6,Ultra Premium,5,0,1,1,0,0,0,1,0
Sauvignon Blanc,USA,11.3,4,5,3,4,3,4,87.5,Premium,13,0,1,0,1,0,1,1,1
Malbec,Germany,12.4,1,2,1,3,5,1,96.4,Ultra Premium,3,1,0,1,1,0,0,0,1
Pinot Noir,Argentina,13.4,3,5,5,3,3,1,80.4,Icon,12,1,0,1,1,0,0,1,0
Malbec,USA,11.7,5,5,5,4,1,4,93.0,Icon,5,0,1,0,0,1,1,1,0
Bonarda,Spain,14.6,1,5,5,3,1,4,86.0,Icon,1,0,0,0,0,1,0,0,0
Garnacha,Chile,11.7,3,5,1,5,4,5,96.6,Ultra Premium,18,0,1,0,1,0,0,1,0
Garnacha,Portugal,13.2,3,4,5,5,3,4,87.6,Entry,5,1,0,1,1,1,1,0,0
Bonarda,USA,14.1,1,5,3,1,3,1,90.4,Premium,15,1,0,1,1,0,1,1,0
Riesling,Argentina,13.6,5,3,4,4,4,5,81.7,Ultra Premium,13,0,1,0,0,0,1,1,1
Riesling,Spain,14.5,5,1,5,4,1,5,92.3,Icon,11,0,0,0,1,1,0,0,1
Sauvignon Blanc,Portugal,15.3,1,4,2,3,2,5,84.8,Entry,18,1,0,0,1,1,1,1,1
Semillon,Italy,15.0,1,1,2,1,1,5,89.7,Ultra Premium,19,1,0,1,1,1,0,0,1
Nebbiolo,USA,11.3,1,1,3,2,5,2,95.5,Premium,8,1,0,1,1,0,0,0,0
Chardonnay,Spain,12.7,5,5,1,2,2,3,84.2,Icon,6,1,1,0,0,0,1,0,1
Malbec,Portugal,15.4,2,4,4,2,5,1,95.5,Ultra Premium,8,0,1,0,1,1,0,0,0
Tempranillo,Italy,14.6,3,3,2,3,3,2,94.9,Entry,5,1,0,0,0,0,1,1,1
Syrah,Australia,13.6,2,4,5,3,4,3,97.3,Icon,14,1,1,0,0,1,1,1,0
Garnacha,France,13.0,3,3,5,4,3,2,80.2,Entry,15,0,0,1,1,0,1,1,0
Chardonnay,Spain,13.5,3,2,3,4,1,4,87.2,Ultra Premium,13,0,0,0,1,0,0,1,1
Chenin Blanc,Italy,12.4,5,2,1,4,2,1,84.7,Ultra Premium,10,1,0,1,0,0,1,1,1
Riesling,Italy,13.1,1,2,1,1,4,5,96.3,Icon,15,1,1,0,1,0,1,1,1
Cabernet Sauvignon,USA,14.3,3,1,4,5,4,5,96.2,Icon,17,1,0,1,0,1,0,1,0
Riesling,Italy,12.8,4,2,4,3,5,3,93.4,Icon,8,1,1,1,0,0,1,1,1
Cabernet Sauvignon,Portugal,11.5,5,5,4,3,2,5,89.3,Icon,4,0,0,0,0,0,0,1,0
Riesling,USA,11.9,1,4,3,2,3,4,86.9,Ultra Premium,16,0,0,1,0,1,1,0,1
Sauvignon Blanc,Chile,11.3,5,5,5,1,1,5,95.2,Ultra Premium,12,1,0,1,0,1,1,0,1
Torrontes,Germany,14.5,2,4,4,2,5,5,87.8,Ultra Premium,8,0,0,1,0,0,0,0,1
Syrah,Argentina,13.3,2,4,4,2,4,2,82.3,Entry,19,1,1,1,1,0,1,1,0
Sangiovese,Germany,14.8,5,1,2,4,5,3,80.7,Icon,1,0,1,1,0,0,1,0,1
Garnacha,Italy,12.1,2,3,5,5,1,5,86.2,Icon,6,1,1,0,0,0,1,0,0
Nebbiolo,USA,14.6,5,1,1,4,5,2,90.1,Entry,2,1,1,1,0,0,1,1,1
Chardonnay,USA,13.4,5,1,1,4,5,3,90.9,Premium,9,1,0,0,1,1,1,1,1
Sangiovese,USA,12.9,3,4,5,5,2,3,92.9,Icon,15,1,0,0,0,1,0,0,0
Zinfandel,Argentina,15.2,1,1,1,4,2,4,87.7,Icon,4,1,1,0,0,1,1,1,0
Merlot,Spain,11.6,1,1,5,4,1,2,96.4,Ultra Premium,4,1,1,0,1,0,1,1,0
Pinot Noir,Portugal,11.7,2,2,2,1,1,5,94.9,Entry,13,0,1,1,0,0,0,0,1
Garnacha,Portugal,11.7,1,2,1,4,3,4,87.6,Ultra Premium,2,1,0,1,1,1,1,1,0
Pinot Noir,Germany,15.0,1,2,4,4,4,1,95.5,Premium,8,0,0,0,1,0,0,0,0
Malbec,Australia,11.0,5,5,4,2,2,5,83.9,Premium,15,0,0,0,0,1,0,0,0
Carmenere,USA,13.4,3,1,4,5,1,5,87.7,Entry,12,1,1,1,0,0,1,1,0
Nebbiolo,Portugal,13.9,2,3,4,4,3,4,92.4,Entry,17,0,0,0,0,1,0,1,0
Garnacha,USA,11.7,1,5,4,2,5,2,89.5,Entry,17,0,0,1,1,0,1,0,0
Torrontes,USA,13.6,1,1,3,1,1,5,81.6,Premium,6,0,1,1,0,0,1,0,1
Semillon,Italy,11.5,4,4,3,2,3,1,89.1,Icon,6,1,0,1,0,0,1,1,1
Semillon,Portugal,11.1,2,5,2,1,5,4,83.8,Icon,8,0,1,1,1,1,1,0,1
Cabernet Franc,Chile,12.8,4,4,2,2,2,3,80.7,Premium,8,0,0,0,0,1,1,1,0
Sangiovese,Australia,13.6,5,4,2,5,4,3,82.4,Premium,17,0,0,0,0,1,0,1,0
Merlot,France,14.5,1,1,5,5,2,3,93.6,Premium,13,0,0,0,1,0,1,1,0
Semillon,USA,12.7,4,2,5,2,5,1,88.1,Entry,4,1,1,1,1,0,0,0,1
Chardonnay,Australia,11.6,2,1,5,1,5,1,92.9,Ultra Premium,18,0,1,0,0,0,1,0,1
Garnacha,Germany,13.7,3,3,4,2,5,1,95.8,Icon,1,1,0,0,1,1,0,1,0
Carmenere,Argentina,13.4,4,4,2,4,1,3,91.9,Premium,16,0,0,1,1,1,1,1,0
Chardonnay,USA,11.1,5,3,1,5,5,2,89.8,Entry,10,1,1,1,1,0,1,0,1
Riesling,USA,12.4,4,5,2,1,2,3,86.0,Entry,3,0,1,0,0,0,1,0,1
Nebbiolo,USA,12.2,5,4,3,1,5,4,83.6,Premium,15,0,1,1,0,1,0,0,0
Torrontes,Portugal,11.5,1,2,1,3,5,5,85.6,Entry,15,1,1,0,1,1,1,0,1
Tempranillo,Germany,14.3,4,3,1,2,4,3,87.3,Premium,18,0,1,1,0,0,1,1,1
Syrah,Portugal,14.6,3,3,3,3,3,5,91.4,Premium,3,1,0,0,1,1,1,0,0
Semillon,Chile,13.0,3,1,1,2,3,3,93.6,Ultra Premium,16,0,1,1,0,1,1,1,1
Sauvignon Blanc,USA,12.9,2,5,3,4,5,2,88.1,Entry,14,0,0,1,0,0,1,1,1
Zinfandel,Italy,14.4,3,3,1,4,5,3,92.4,Ultra Premium,16,0,1,0,0,1,0,0,0
Sangiovese,France,12.4,5,5,1,4,4,1,80.4,Premium,16,0,1,1,0,1,1,0,0
Garnacha,Portugal,14.3,4,4,2,4,2,5,97.4,Ultra Premium,18,0,0,1,0,1,0,0,0
Tempranillo,Chile,13.4,4,4,1,4,1,5,95.2,Icon,5,1,1,1,1,1,1,1,0
Carmenere,Australia,12.6,5,3,1,1,2,4,90.8,Ultra Premium,17,1,0,0,0,1,1,0,0
Garnacha,France,15.5,3,3,1,3,2,1,87.9,Entry,5,0,0,1,1,0,1,1,1
Tempranillo,Spain,14.1,3,1,1,3,2,3,90.9,Icon,1,0,0,1,1,0,1,0,1
Pinot Noir,Australia,11.9,4,5,2,1,4,3,82.9,Icon,17,1,0,0,0,0,1,0,1
Semillon,France,13.4,5,2,4,2,5,4,81.4,Premium,12,0,0,1,0,1,0,1,1
Carmenere,Italy,12.4,1,2,4,3,5,2,86.1,Entry,5,0,0,0,0,1,1,0,0
Carmenere,Spain,13.2,3,2,3,3,3,4,80.2,Ultra Premium,10,0,1,1,1,0,0,1,0
Tempranillo,Portugal,14.2,4,1,1,2,5,5,91.5,Premium,16,1,1,1,0,0,0,1,1
Merlot,France,13.6,1,5,1,5,4,3,91.2,Icon,2,0,1,1,0,0,0,0,1
Sauvignon Blanc,Chile,12.3,5,5,4,4,2,4,80.3,Icon,9,1,1,1,0,1,1,0,1
Bonarda,Germany,13.8,3,4,5,4,2,1,94.9,Ultra Premium,17,0,0,1,1,1,0,1,0
Malbec,Spain,13.2,4,1,1,3,5,4,85.1,Entry,16,1,0,1,1,1,0,0,0
Tempranillo,USA,15.4,3,1,1,2,5,2,82.0,Icon,10,0,0,1,0,1,0,0,0
Carmenere,Australia,12.9,5,4,4,5,5,4,91.6,Entry,17,0,1,1,0,0,1,0,0
Pinot Noir,USA,11.4,4,1,5,2,1,3,82.9,Ultra Premium,11,0,1,0,1,0,0,0,0
Sauvignon Blanc,Spain,13.1,2,1,4,2,5,4,97.4,Icon,13,1,1,1,1,0,0,0,1
Cabernet Sauvignon,Australia,15.3,4,5,5,3,3,1,87.9,Entry,14,0,0,0,1,0,0,0,0
Bonarda,Australia,12.6,4,2,4,5,2,2,94.9,Ultra Premium,15,0,0,0,1,1,1,1,0
Cabernet Sauvignon,USA,14.7,2,4,2,5,2,5,95.9,Icon,8,0,0,1,0,1,1,0,0
Riesling,Argentina,13.0,4,1,3,2,1,3,82.8,Entry,12,1,1,1,1,1,0,0,1
Chardonnay,Italy,12.0,5,3,1,3,5,5,97.0,Premium,4,1,1,1,0,1,1,1,1
Tempranillo,France,12.8,5,2,5,2,3,5,96.4,Icon,7,1,0,1,1,0,0,0,0
Syrah,France,11.1,4,2,2,1,5,5,96.3,Ultra Premium,1,1,0,0,1,1,1,1,0
Merlot,USA,12.3,3,1,5,5,3,3,94.5,Icon,17,0,1,0,1,0,1,0,0
Cabernet Sauvignon,France,14.0,2,3,5,3,5,2,87.9,Premium,3,1,1,0,1,1,1,1,0
Tempranillo,France,14.0,3,1,5,5,5,5,85.2,Icon,12,1,1,1,0,0,1,1,0
Zinfandel,USA,11.9,2,3,2,5,1,2,95.7,Ultra Premium,9,1,1,0,1,1,0,1,0
Malbec,Chile,14.5,3,5,3,5,3,2,87.6,Icon,2,0,1,1,0,0,1,1,0
Nebbiolo,Argentina,11.3,4,4,5,3,2,2,85.1,Premium,15,0,0,1,1,0,0,1,0
Cabernet Franc,France,14.5,2,3,3,4,4,3,89.6,Icon,15,0,0,0,1,1,1,0,0
Sangiovese,Chile,15.3,4,1,2,5,2,1,91.7,Icon,8,1,0,1,0,1,0,0,0
Bonarda,Australia,11.8,3,4,5,5,2,2,94.0,Icon,14,0,1,1,1,1,0,1,0
Tempranillo,Spain,11.6,3,4,5,3,2,3,80.3,Ultra Premium,3,1,0,1,1,1,1,1,0
Garnacha,Chile,14.0,5,1,4,5,2,4,86.1,Premium,12,0,1,1,1,0,1,1,0
Malbec,Argentina,11.9,1,5,1,3,1,4,91.8,Ultra Premium,2,0,0,1,0,1,1,0,0
Merlot,Italy,13.1,1,3,2,1,5,3,92.3,Ultra Premium,18,1,1,0,1,0,1,0,1
Bonarda,Argentina,15.1,1,2,4,5,1,4,81.7,Entry,4,0,0,1,1,0,0,0,0
Torrontes,Spain,13.3,2,5,1,4,4,1,96.8,Entry,3,1,0,1,0,1,1,1,1
Chenin Blanc,Portugal,13.5,2,3,2,5,4,2,89.6,Icon,14,1,1,1,0,1,1,0,1
Merlot,Portugal,13.1,4,2,4,5,2,5,92.2,Icon,15,0,0,1,0,1,1,1,0
Garnacha,Argentina,14.0,4,1,5,2,5,4,80.3,Entry,16,0,0,1,1,1,1,0,0
Zinfandel,Spain,14.7,4,4,1,5,1,1,86.6,Ultra Premium,18,1,0,0,1,1,0,1,0
Merlot,Chile,14.9,2,5,5,5,1,1,90.1,Premium,7,0,0,1,0,1,0,0,0
Nebbiolo,Germany,14.5,2,2,1,3,2,4,81.6,Entry,11,0,1,1,1,0,1,1,1
Tempranillo,Chile,15.2,3,5,2,4,5,4,81.5,Premium,18,1,1,1,0,1,0,0,0
Torrontes,Spain,12.9,3,4,5,2,1,3,95.2,Premium,16,1,1,1,1,0,0,1,1
Tempranillo,Germany,13.7,1,2,2,4,1,4,80.5,Premium,16,1,0,0,0,1,0,0,0
Cabernet Franc,France,15.5,1,4,4,1,1,2,80.1,Ultra Premium,15,1,1,0,0,1,0,1,0
Nebbiolo,Argentina,11.9,4,5,4,5,4,2,89.2,Premium,15,1,1,0,0,1,1,1,0
Sauvignon Blanc,Australia,14.0,4,3,5,2,1,3,88.7,Premium,6,1,1,0,0,1,0,1,1
Sangiovese,USA,12.5,2,3,3,2,1,5,95.2,Premium,3,1,0,1,0,0,0,0,0
Bonarda,Germany,13.7,4,1,3,3,1,3,85.9,Premium,15,0,1,1,0,0,1,1,0
Chenin Blanc,Portugal,12.8,4,2,5,3,3,3,95.6,Entry,6,0,0,1,1,1,0,0,1
Bonarda,Argentina,15.2,3,2,3,3,5,5,97.4,Premium,8,0,1,1,1,0,1,0,0
Garnacha,Portugal,12.3,4,3,1,5,1,3,95.8,Entry,1,1,1,0,0,0,0,1,0
Nebbiolo,Germany,13.3,1,4,1,3,2,3,91.1,Icon,3,0,1,0,1,0,1,0,1
Semillon,USA,13.1,4,4,2,2,5,2,96.5,Entry,18,1,0,0,1,1,0,0,1
Nebbiolo,Chile,14.9,4,2,3,3,5,5,83.5,Premium,14,1,1,0,0,0,1,1,0
Merlot,Italy,12.2,2,2,1,4,1,2,81.1,Premium,17,1,1,0,1,1,1,1,0
Torrontes,Spain,12.7,2,1,1,1,4,1,89.6,Ultra Premium,2,1,0,0,0,1,1,1,1
Zinfandel,Spain,13.4,3,3,2,1,1,5,80.6,Ultra Premium,15,0,0,1,1,0,0,1,1
Tempranillo,USA,14.4,3,2,1,3,5,2,95.2,Premium,9,1,1,0,1,1,1,0,0
Bonarda,Portugal,11.2,4,1,4,2,5,5,87.2,Entry,14,1,1,1,0,1,0,1,0
Bonarda,USA,15.0,5,4,4,5,4,3,96.2,Entry,3,1,0,0,1,1,0,1,0
Carmenere,Spain,12.8,2,1,2,3,1,1,88.6,Premium,15,0,0,0,1,0,1,0,1
Pinot Noir,Chile,14.3,3,2,4,1,4,3,95.3,Icon,9,0,1,0,1,0,1,1,0
Pinot Noir,Spain,12.0,3,4,5,5,5,3,83.6,Ultra Premium,18,0,0,0,1,1,0,1,0
Garnacha,USA,15.3,3,5,5,4,1,2,96.0,Premium,6,0,0,1,0,0,1,0,0
Chardonnay,Italy,12.1,5,5,5,5,2,1,92.1,Premium,13,0,1,1,1,0,0,1,1
Zinfandel,Italy,14.6,5,4,3,5,2,1,80.3,Ultra Premium,12,1,0,0,1,0,1,0,0
Tempranillo,Portugal,15.4,4,2,5,3,5,1,80.4,Premium,1,1,0,1,1,1,1,0,0
Cabernet Sauvignon,Australia,13.6,3,3,1,4,5,1,92.8,Ultra Premium,6,1,0,1,0,0,0,1,1
Riesling,Italy,15.4,5,1,3,4,2,3,91.2,Premium,1,1,1,1,1,1,0,0,1
Carmenere,Spain,14.0,1,1,5,4,3,3,85.7,Icon,2,0,0,0,1,0,1,1,0
Tempranillo,Australia,14.3,3,3,2,2,5,1,96.3,Icon,13,1,1,1,1,0,0,0,1
Garnacha,Argentina,12.8,3,2,4,5,1,5,90.0,Entry,14,1,1,0,1,1,1,0,0
